Source,Species,decimalLongitude,decimalLatitude
GBIF,Quercus engelmannii,-116.95836,33.28809
GBIF,Quercus engelmannii,-116.58768,33.29337
GBIF,Quercus engelmannii,-116.587694,33.293389
GBIF,Quercus engelmannii,-116.7033,33.29532
GBIF,Quercus engelmannii,-116.910267,33.295346
GBIF,Quercus engelmannii,-116.908928,33.295861
GBIF,Quercus engelmannii,-117.22307,33.29667
GBIF,Quercus engelmannii,-116.91907,33.29723
GBIF,Quercus engelmannii,-116.88842,33.2991
GBIF,Quercus engelmannii,-116.88833,33.29917
GBIF,Quercus engelmannii,-116.88833,33.29917
GBIF,Quercus engelmannii,-116.88283,33.30036
GBIF,Quercus engelmannii,-116.88283,33.30036
GBIF,Quercus engelmannii,-116.88283,33.30036
GBIF,Quercus engelmannii,-116.88283,33.30036
GBIF,Quercus engelmannii,-116.92018,33.30109
GBIF,Quercus engelmannii,-116.8869,33.30158
GBIF,Quercus engelmannii,-116.88762,33.302138
GBIF,Quercus engelmannii,-116.920217,33.30215
GBIF,Quercus engelmannii,-116.90972,33.30222
GBIF,Quercus engelmannii,-116.90972,33.30222
GBIF,Quercus engelmannii,-116.926248,33.303877
GBIF,Quercus engelmannii,-116.926278,33.304042
GBIF,Quercus engelmannii,-116.92838,33.30495
GBIF,Quercus engelmannii,-116.92838,33.30495
GBIF,Quercus engelmannii,-116.92838,33.30495
GBIF,Quercus engelmannii,-116.880213,33.305648
GBIF,Quercus engelmannii,-117.08347,33.30578
GBIF,Quercus engelmannii,-116.69126,33.30762
GBIF,Quercus engelmannii,-116.66774,33.3081
GBIF,Quercus engelmannii,-117.33087,33.31114
GBIF,Quercus engelmannii,-116.8715,33.31131
GBIF,Quercus engelmannii,-116.8715,33.31131
GBIF,Quercus engelmannii,-117,33.31667
GBIF,Quercus engelmannii,-116.95741,33.31967
GBIF,Quercus engelmannii,-116.62955,33.326512
GBIF,Quercus engelmannii,-117.0013,33.3307
GBIF,Quercus engelmannii,-116.906083,33.332038
GBIF,Quercus engelmannii,-117.08333,33.33333
GBIF,Quercus engelmannii,-117.083333,33.333333
GBIF,Quercus engelmannii,-117.4392,33.33343
GBIF,Quercus engelmannii,-116.71722,33.33639
GBIF,Quercus engelmannii,-117.166587,33.338204
GBIF,Quercus engelmannii,-118.43811,33.343292
GBIF,Quercus engelmannii,-118.43811,33.343292
GBIF,Quercus engelmannii  Greene,-118.443046,33.344511
GBIF,Quercus engelmannii,-117.0375,33.34889
GBIF,Quercus engelmannii,-118.403806,33.349011
GBIF,Quercus engelmannii,-118.452058,33.349781
GBIF,Quercus engelmannii  Greene,-118.452058,33.349781
GBIF,Quercus engelmannii,-117.032778,33.350278
GBIF,Quercus engelmannii,-117.03278,33.35028
GBIF,Quercus engelmannii,-118.45407,33.35261
GBIF,Quercus engelmannii,-118.454075,33.352613
GBIF,Quercus engelmannii,-117.029186,33.354406
GBIF,Quercus engelmannii,-117.244848,33.356894
GBIF,Quercus engelmannii,-117.245217,33.357645
GBIF,Quercus engelmannii,-117.35322,33.35975
GBIF,Quercus engelmannii,-117.24755,33.360103
GBIF,Quercus engelmannii,-117.20347,33.362755
GBIF,Quercus engelmannii,-117.33558,33.36286
GBIF,Quercus engelmannii,-117.33561,33.36289
GBIF,Quercus engelmannii  Greene,-117.0767,33.3653
GBIF,Quercus engelmannii  Greene,-117.0767,33.3653
GBIF,Quercus engelmannii,-117.185,33.3663
GBIF,Quercus engelmannii,-117.185,33.3663
GBIF,Quercus engelmannii,-117.185,33.3663
GBIF,Quercus engelmannii,-116.803189,33.366661
GBIF,Quercus engelmannii,-116.803189,33.366661
GBIF,Quercus engelmannii,-116.803189,33.366661
GBIF,Quercus engelmannii,-116.803189,33.366661
GBIF,Quercus engelmannii,-117.041667,33.366667
GBIF,Quercus engelmannii,-117.30547,33.37268
GBIF,Quercus engelmannii,-117.30547,33.37268
GBIF,Quercus engelmannii,-117.45581,33.37469
GBIF,Quercus engelmannii,-117.45582,33.37473
GBIF,Quercus engelmannii,-117.1627,33.3788
GBIF,Quercus engelmannii,-116.75194,33.37917
GBIF,Quercus engelmannii,-117.35159,33.38007
GBIF,Quercus engelmannii,-117.4383,33.38112
GBIF,Quercus engelmannii,-117.08333,33.38333
GBIF,Quercus engelmannii,-117.43333,33.38333
GBIF,Quercus engelmannii,-117.083333,33.383333
GBIF,Quercus engelmannii,-117.26946,33.3839
GBIF,Quercus engelmannii,-117.26946,33.3839
GBIF,Quercus engelmannii,-118.405974,33.385356
GBIF,Quercus engelmannii,-118.406267,33.385443
GBIF,Quercus engelmannii,-117.08586,33.38565
GBIF,Quercus engelmannii,-118.40556,33.38833
GBIF,Quercus engelmannii,-117.03329,33.39498
GBIF,Quercus engelmannii,-117.26899,33.39867
GBIF,Quercus engelmannii,-117.269,33.39869
GBIF,Quercus engelmannii,-117.083306,33.401683
GBIF,Quercus engelmannii,-117.083306,33.401683
GBIF,Quercus engelmannii,-117.083306,33.401683
GBIF,Quercus engelmannii,-117.083306,33.401683
GBIF,Quercus engelmannii,-117.5015,33.40189
GBIF,Quercus engelmannii,-117.50146,33.40192
GBIF,Quercus engelmannii,-117.08347,33.40486
GBIF,Quercus engelmannii,-117.250594,33.406496
GBIF,Quercus engelmannii,-117.31802,33.40766
GBIF,Quercus engelmannii,-117.31802,33.40766
GBIF,Quercus engelmannii,-117.2,33.40833
SEINET,Quercus engelmanii Greene.,-117.05,33.40944
GBIF,Quercus engelmannii,-117.05,33.40944
GBIF,Quercus engelmannii,-117.04861,33.41
GBIF,Quercus engelmannii,-117.051139,33.414936
GBIF,Quercus engelmannii,-117.17306,33.415
GBIF,Quercus engelmannii,-117.31734,33.41545
GBIF,Quercus engelmannii,-117.14758,33.41615
GBIF,Quercus engelmannii,-117.1478,33.4175
GBIF,Quercus engelmannii,-117.15625,33.41776
GBIF,Quercus engelmannii,-117.153505,33.418057
GBIF,Quercus engelmannii,-117.153505,33.418057
GBIF,Quercus engelmannii,-117.15652,33.41841
GBIF,Quercus engelmannii,-117.15652,33.41841
GBIF,Quercus engelmannii  Greene,-117.15652,33.41841
GBIF,Quercus engelmannii,-117.04886,33.42208
GBIF,Quercus engelmannii,-117.04889,33.42222
GBIF,Quercus engelmannii,-117.151106,33.423733
GBIF,Quercus engelmannii,-117.151106,33.423733
GBIF,Quercus engelmannii,-117.08894,33.42445
GBIF,Quercus engelmannii,-117.08877,33.42573
GBIF,Quercus engelmannii,-117.08877,33.42573
GBIF,Quercus engelmannii,-117.38646,33.42685
GBIF,Quercus engelmannii,-117.369935,33.42744
GBIF,Quercus engelmannii,-117.38705,33.43677
GBIF,Quercus engelmannii,-117.32448,33.43697
GBIF,Quercus engelmannii,-117.074278,33.437534
GBIF,Quercus engelmannii,-117.074278,33.437534
GBIF,Quercus engelmannii,-117.08333,33.44167
GBIF,Quercus engelmannii,-117.08333,33.44167
GBIF,Quercus engelmannii,-117.38761,33.44311
GBIF,Quercus engelmannii,-117.38759,33.44312
GBIF,Quercus engelmannii,-118.507672,33.443439
GBIF,Quercus engelmannii,-117.41766,33.44992
GBIF,Quercus engelmannii,-117.017222,33.450556
GBIF,Quercus engelmannii,-117.43985,33.45196
GBIF,Quercus engelmannii,-117.2778,33.4544
GBIF,Quercus engelmannii,-117.171055,33.456246
GBIF,Quercus engelmannii,-117.396694,33.45626
GBIF,Quercus engelmannii,-117.18389,33.45639
GBIF,Quercus engelmannii,-117.40077,33.45688
GBIF,Quercus engelmannii,-117.170884,33.457749
GBIF,Quercus engelmannii,-117.170845,33.457805
GBIF,Quercus engelmannii,-117.17778,33.46167
GBIF,Quercus engelmannii,-117.168595,33.46175
GBIF,Quercus engelmannii,-117.16845,33.461858
GBIF,Quercus engelmannii,-117.17812,33.46267
GBIF,Quercus engelmannii,-117.51964,33.46348
GBIF,Quercus engelmannii,-117.5196,33.4635
GBIF,Quercus engelmannii,-117.51961,33.4635
GBIF,Quercus engelmannii,-117.52,33.4635
GBIF,Quercus engelmannii,-117.278333,33.466667
GBIF,Quercus engelmannii,-117.27833,33.46667
GBIF,Quercus engelmannii,-117.27833,33.46667
GBIF,Quercus engelmannii,-117.27833,33.46667
GBIF,Quercus engelmannii,-116.99512,33.46725
GBIF,Quercus engelmannii,-117.47538,33.46893
GBIF,Quercus engelmannii,-117.15222,33.46972
GBIF,Quercus engelmannii,-117.563889,33.471667
GBIF,Quercus engelmannii,-117.56417,33.47222
GBIF,Quercus engelmannii,-117.46661,33.47361
SEINET,Quercus engelmanii Greene.,-117.57833,33.4775
GBIF,Quercus engelmannii,-117.310266,33.479313
GBIF,Quercus engelmannii,-117.577222,33.479444
GBIF,Quercus engelmannii,-117.577222,33.479444
GBIF,Quercus engelmannii,-117.366046,33.480121
GBIF,Quercus engelmannii,-117.225,33.48333
GBIF,Quercus engelmannii,-117.225,33.483333
GBIF,Quercus engelmannii,-117.366638,33.484537
GBIF,Quercus engelmannii,-117.566833,33.4855
GBIF,Quercus engelmannii,-117.34889,33.48556
GBIF,Quercus engelmannii,-117.2887,33.4859
GBIF,Quercus engelmannii,-117.571389,33.491111
GBIF,Quercus engelmannii,-117.571389,33.491111
GBIF,Quercus engelmannii  Greene,-117.241667,33.491667
GBIF,Quercus engelmannii,-117.24167,33.49167
GBIF,Quercus engelmannii,-116.91528,33.49278
GBIF,Quercus engelmannii,-117.36556,33.49278
GBIF,Quercus engelmannii,-117.344907,33.494058
GBIF,Quercus engelmannii,-117.344907,33.494058
GBIF,Quercus engelmannii,-117.094692,33.49461
GBIF,Quercus engelmannii,-117.345457,33.495878
GBIF,Quercus engelmannii,-117.221389,33.496389
GBIF,Quercus engelmannii,-117.22139,33.49639
GBIF,Quercus engelmannii,-117.310566,33.496913
GBIF,Quercus engelmannii,-117.2176111,33.4999892
GBIF,Quercus engelmannii,-117.225,33.5
GBIF,Quercus engelmannii,-117.341982,33.502445
GBIF,Quercus engelmannii,-117.39422,33.5028
GBIF,Quercus engelmannii,-117.39422,33.5028
GBIF,Quercus engelmannii,-117.281799,33.504759
GBIF,Quercus engelmannii,-117.73231,33.505366
GBIF,Quercus engelmannii,-117.2864,33.507284
GBIF,Quercus engelmannii,-117.286375,33.507322
GBIF,Quercus engelmannii,-117.286353,33.507337
GBIF,Quercus engelmannii,-117.286431,33.507356
GBIF,Quercus engelmannii,-117.286354,33.507393
GBIF,Quercus engelmannii,-117.285037,33.50762
GBIF,Quercus engelmannii,-117.289538,33.507963
GBIF,Quercus engelmannii,-117.289458,33.507973
GBIF,Quercus engelmannii,-117.28947,33.508054
GBIF,Quercus engelmannii,-117.285515,33.50824
GBIF,Quercus engelmannii,-117.325,33.50833
GBIF,Quercus engelmannii,-117.325,33.508333
GBIF,Quercus engelmannii  Greene,-117.325,33.508333
GBIF,Quercus engelmannii,-117.283734,33.50863
GBIF,Quercus engelmannii,-117.282958,33.508775
GBIF,Quercus engelmannii,-117.282927,33.508824
GBIF,Quercus engelmannii,-117.292106,33.508854
GBIF,Quercus engelmannii,-117.292102,33.508883
GBIF,Quercus engelmannii,-117.33917,33.50889
GBIF,Quercus engelmannii,-117.3392,33.5089
GBIF,Quercus engelmannii,-117.292145,33.508987
GBIF,Quercus engelmannii,-117.28369,33.50921
GBIF,Quercus engelmannii,-117.290437,33.509525
GBIF,Quercus engelmannii,-117.366537,33.509917
GBIF,Quercus engelmannii,-117.367654,33.509919
GBIF,Quercus engelmannii,-117.367524,33.510054
GBIF,Quercus engelmannii,-117.281525,33.51027
GBIF,Quercus engelmannii,-117.279787,33.512255
GBIF,Quercus engelmannii,-117.3261,33.5125
GBIF,Quercus engelmannii,-117.368152,33.512704
GBIF,Quercus engelmannii,-117.577172,33.514072
GBIF,Quercus engelmannii,-117.2996,33.5146
GBIF,Quercus engelmannii,-117.32248,33.51492
GBIF,Quercus engelmannii,-117.370323,33.515967
GBIF,Quercus engelmannii,-117.370378,33.515975
GBIF,Quercus engelmannii,-117.29167,33.51667
GBIF,Quercus engelmannii,-117.26667,33.51667
GBIF,Quercus engelmannii,-117.263383,33.521922
GBIF,Quercus engelmannii,-117.305,33.5225
GBIF,Quercus engelmannii,-117.2962,33.5231
GBIF,Quercus engelmannii,-117.25952,33.526034
GBIF,Quercus engelmannii,-117.32111,33.52722
GBIF,Quercus engelmannii,-117.281481,33.528062
GBIF,Quercus engelmannii,-117.282666,33.528091
GBIF,Quercus engelmannii,-117.282701,33.52815
GBIF,Quercus engelmannii,-117.28257,33.528314
GBIF,Quercus engelmannii,-117.28512,33.52852
GBIF,Quercus engelmannii,-117.283494,33.528545
GBIF,Quercus engelmannii,-117.283652,33.528622
GBIF,Quercus engelmannii,-117.270047,33.52913
GBIF,Quercus engelmannii,-117.285202,33.530098
SEINET,Quercus engelmanii Greene.,-116.99167,33.53333
GBIF,Quercus engelmannii,-117.28049,33.533605
GBIF,Quercus engelmannii,-117.279052,33.533814
GBIF,Quercus engelmannii,-117.280358,33.533923
GBIF,Quercus engelmannii,-117.262987,33.534991
GBIF,Quercus engelmannii,-117.262932,33.535105
GBIF,Quercus engelmannii,-117.260881,33.535243
GBIF,Quercus engelmannii,-117.260824,33.535444
GBIF,Quercus engelmannii,-117.28259,33.536469
GBIF,Quercus engelmannii,-117.553333,33.537169
GBIF,Quercus engelmannii,-117.283905,33.537188
GBIF,Quercus engelmannii,-117.269417,33.539233
GBIF,Quercus engelmannii,-117.285809,33.539397
GBIF,Quercus engelmannii,-117.26366,33.539518
GBIF,Quercus engelmannii,-117.270423,33.54001
GBIF,Quercus engelmannii,-117.270437,33.54001
GBIF,Quercus engelmannii,-117.270415,33.540028
GBIF,Quercus engelmannii,-117.270463,33.540122
GBIF,Quercus engelmannii,-117.266644,33.540133
GBIF,Quercus engelmannii,-117.270587,33.540168
GBIF,Quercus engelmannii,-117.268726,33.540323
GBIF,Quercus engelmannii,-117.270424,33.540958
GBIF,Quercus engelmannii,-117.267701,33.541092
GBIF,Quercus engelmannii,-117.269087,33.541336
GBIF,Quercus engelmannii,-117.266101,33.542346
GBIF,Quercus engelmannii,-117.266101,33.542346
GBIF,Quercus engelmannii,-117.266101,33.542346
GBIF,Quercus engelmannii,-117.266101,33.542346
GBIF,Quercus engelmannii,-117.267925,33.542507
GBIF,Quercus engelmannii,-117.270401,33.542559
GBIF,Quercus engelmannii,-117.289131,33.542737
GBIF,Quercus engelmannii,-117.269011,33.543326
GBIF,Quercus engelmannii,-117.269011,33.543326
GBIF,Quercus engelmannii,-117.269455,33.54335
GBIF,Quercus engelmannii,-117.269188,33.543445
GBIF,Quercus engelmannii,-117.26917,33.543537
GBIF,Quercus engelmannii,-117.269945,33.54383
GBIF,Quercus engelmannii,-117.262889,33.544239
GBIF,Quercus engelmannii,-117.3956157,33.54998655
GBIF,Quercus engelmannii,-117.40472,33.55306
GBIF,Quercus engelmannii,-116.373333,33.565
GBIF,Quercus engelmannii,-117.15,33.56667
GBIF,Quercus engelmannii,-117.565548,33.568573
GBIF,Quercus engelmannii,-117.810514,33.570414
GBIF,Quercus engelmannii,-116.41693,33.57455
SEINET,Quercus engelmanii Greene.,-116.41667,33.575
GBIF,Quercus engelmannii,-117.175,33.575
GBIF,Quercus engelmannii < cornelius-mulleri,-116.41667,33.575
GBIF,Quercus engelmannii,-116.92861,33.57583
GBIF,Quercus engelmannii,-116.416,33.583
GBIF,Quercus engelmannii,-116.4167,33.5833
GBIF,Quercus engelmannii,-116.41667,33.58333
GBIF,Quercus engelmannii  Greene,-116.416667,33.583333
GBIF,Quercus engelmannii,-117.192863,33.590612
GBIF,Quercus engelmannii,-117.21667,33.59167
GBIF,Quercus engelmannii,-117.185833,33.594444
GBIF,Quercus engelmannii,-117.220525,33.595397
GBIF,Quercus engelmannii,-117.216667,33.6
GBIF,Quercus engelmannii,-117.1972,33.6026
GBIF,Quercus engelmannii,-117.817067,33.608069
GBIF,Quercus engelmannii,-117.811367,33.609005
GBIF,Quercus engelmannii,-117,33.61667
GBIF,Quercus engelmannii,-117.81667,33.61667
GBIF,Quercus engelmannii,-117.26963,33.61874
GBIF,Quercus engelmannii,-117.25639,33.63
GBIF,Quercus engelmannii,-117.25639,33.63
SEINET,Quercus engelmanii Greene.,-117.00639,33.63139
GBIF,Quercus engelmannii,-117.00639,33.63139
GBIF,Quercus engelmannii,-117.00639,33.63139
GBIF,Quercus engelmannii,-117.442382,33.646783
GBIF,Quercus engelmannii,-117.442058,33.646969
GBIF,Quercus engelmannii,-117.689889,33.646997
GBIF,Quercus engelmannii,-117.39613,33.65149
GBIF,Quercus engelmannii,-117.4075,33.651944
GBIF,Quercus engelmannii,-116.578231,33.661575
GBIF,Quercus engelmannii,-117.426831,33.662067
GBIF,Quercus engelmannii,-117.426911,33.662081
GBIF,Quercus engelmannii,-117.602058,33.667764
GBIF,Quercus engelmannii,-117.446394,33.706336
GBIF,Quercus engelmannii,-117.446394,33.706336
GBIF,Quercus engelmannii,-116.906484,33.735768
GBIF,Quercus engelmannii,-117.42472,33.73639
GBIF,Quercus engelmannii,-117.42461,33.73639
SEINET,Quercus engelmanii Greene.,-117.43831,33.7415
SEINET,Quercus engelmanii Greene.,-117.44089,33.74189
GBIF,Quercus engelmannii,-117.425,33.76667
GBIF,Quercus engelmannii,-117.44122,33.77853
GBIF,Quercus engelmannii,-117.46194,33.78139
GBIF,Quercus engelmannii,-117.608288,33.793219
SEINET,Quercus engelmanii Greene.,-117.68333,33.8
GBIF,Quercus engelmannii,-117.683333,33.8
GBIF,Quercus engelmannii,-116.92222,33.85611
GBIF,Quercus engelmannii,-116.97972,33.85889
GBIF,Quercus engelmannii,-118.293526,33.874269
GBIF,Quercus engelmannii,-116.99069,33.91789
GBIF,Quercus engelmannii,-117.705833,33.926389
GBIF,Quercus engelmannii,-117.07172,33.95797
GBIF,Quercus engelmannii,-117.0325,33.96139
GBIF,Quercus engelmannii,-117.03239,33.96139
GBIF,Quercus engelmannii,-117.0325,33.96139
GBIF,Quercus engelmannii,-117.0324,33.9614
SEINET,Quercus engelmanii Greene.,-116.89831,33.96164
SEINET,Quercus engelmanii Greene.,-117.07319,33.96269
GBIF,Quercus engelmannii,-117.03333,34.05
GBIF,Quercus engelmannii,-117.767045,34.076246
GBIF,Quercus engelmannii,-117.774071,34.076734
GBIF,Quercus engelmannii,-117.78333,34.08333
GBIF,Quercus engelmannii,-118.200732,34.097826
GBIF,Quercus engelmannii,-118.016179,34.100388
GBIF,Quercus engelmannii,-118.146592,34.107708
GBIF,Quercus engelmannii,-118.17568,34.113202
GBIF,Quercus engelmannii,-118.121942,34.121283
GBIF,Quercus engelmannii,-117.72028,34.12167
GBIF,Quercus engelmannii,-117.736623,34.12647
GBIF,Quercus engelmannii,-117.729002,34.127705
GBIF,Quercus engelmannii,-117.729002,34.127705
GBIF,Quercus engelmannii,-118.114427,34.128103
GBIF,Quercus engelmanni hybrid,-117.7276,34.1284
GBIF,Quercus engelmannii,-117.7276,34.1284
GBIF,Quercus engelmannii,-118.117,34.129
SEINET,Quercus engelmanii Greene.,-117.79583,34.12972
GBIF,Quercus engelmannii,-117.795833,34.129722
GBIF,Quercus engelmannii,-118.13324,34.135678
GBIF,Quercus engelmannii,-117.850258,34.135918
GBIF,Quercus engelmannii,-117.74667,34.13694
GBIF,Quercus engelmannii,-118.04472,34.1375
GBIF,Quercus engelmannii,-118.124295,34.137723
GBIF,Quercus engelmannii,-118.124295,34.137723
GBIF,Quercus engelmannii,-118.12574,34.137941
GBIF,Quercus engelmannii,-118.0573,34.1387
GBIF,Quercus engelmannii,-118.057083,34.13902
GBIF,Quercus engelmannii,-118.056075,34.13942
GBIF,Quercus engelmannii,-118.166885,34.139904
GBIF,Quercus engelmannii,-118.167228,34.13992
GBIF,Quercus engelmannii,-118.03591,34.13994
GBIF,Quercus engelmannii,-118.167192,34.139942
GBIF,Quercus engelmannii,-118.167192,34.139981
GBIF,Quercus engelmannii,-118.167258,34.14025
GBIF,Quercus engelmannii,-118.167294,34.140285
GBIF,Quercus engelmannii,-118.167294,34.140285
GBIF,Quercus engelmannii,-118.167294,34.140285
GBIF,Quercus engelmannii,-118.167228,34.1403
GBIF,Quercus engelmannii,-118.167416,34.140347
GBIF,Quercus engelmannii,-118.167222,34.140347
GBIF,Quercus engelmannii,-118.167106,34.140353
GBIF,Quercus engelmannii,-118.168139,34.140424
GBIF,Quercus engelmannii,-118.16752,34.14055
GBIF,Quercus engelmannii,-118.056111,34.140556
GBIF,Quercus engelmannii,-118.053283,34.1413
GBIF,Quercus engelmannii,-118.053283,34.1413
GBIF,Quercus engelmannii,-118.124415,34.141362
GBIF,Quercus engelmannii,-118.168692,34.141382
GBIF,Quercus engelmannii,-118.168886,34.141658
GBIF,Quercus engelmannii,-118.166931,34.141945
GBIF,Quercus engelmannii,-118.05415,34.14271
GBIF,Quercus engelmannii,-118.054148,34.142712
GBIF,Quercus engelmannii,-118.051384,34.14405
GBIF,Quercus engelmannii,-118.00195,34.1441
GBIF,Quercus engelmannii,-118.00195,34.1441
GBIF,Quercus engelmannii,-118.00195,34.1441
GBIF,Quercus engelmannii,-117.725366,34.14531
GBIF,Quercus engelmannii,-117.725366,34.14531
GBIF,Quercus engelmannii,-117.744859,34.146025
GBIF,Quercus engelmannii,-117.997364,34.146425
SEINET,Quercus engelmanii Greene.,-117.724112,34.146953
GBIF,Quercus engelmannii,-118.057833,34.147067
GBIF,Quercus engelmannii,-118.057833,34.147067
GBIF,Quercus engelmannii,-118.05333,34.14722
GBIF,Quercus engelmanni,-118.144516,34.147785
GBIF,Quercus engelmanni,-118.144516,34.147785
GBIF,Quercus engelmannii,-118.14452,34.14779
GBIF,Quercus engelmannii,-117.9976354,34.14796541
GBIF,Quercus engelmannii,-117.9976354,34.14796541
GBIF,Quercus engelmannii,-117.9976354,34.14796541
GBIF,Quercus engelmannii,-117.9976354,34.14796541
GBIF,Quercus engelmannii,-117.9976354,34.14796541
GBIF,Quercus engelmannii,-117.9976354,34.14796541
SEINET,Quercus engelmanii Greene.,-117.87278,34.14861
GBIF,Quercus engelmannii  Greene,-118.002,34.1487
GBIF,Quercus engelmannii  Greene,-118.002,34.1487
GBIF,Quercus engelmannii,-118.221389,34.149028
GBIF,Quercus engelmannii,-118.221611,34.149306
GBIF,Quercus engelmannii,-118,34.15
GBIF,Quercus engelmannii,-118,34.15
GBIF,Quercus engelmannii,-118.038518,34.150878
GBIF,Quercus engelmannii,-118.01056,34.15111
GBIF,Quercus engelmannii,-118.121454,34.152867
GBIF,Quercus engelmannii,-118.121454,34.152867
GBIF,Quercus engelmannii,-118.121454,34.152867
GBIF,Quercus engelmannii,-118.121454,34.152867
GBIF,Quercus engelmannii,-118.1215,34.153
GBIF,Quercus engelmannii,-117.961911,34.153202
GBIF,Quercus engelmannii,-118.040209,34.155031
GBIF,Quercus engelmannii,-118.040209,34.155031
GBIF,Quercus engelmannii,-118.040209,34.155031
GBIF,Quercus engelmannii,-118.040209,34.155031
GBIF,Quercus engelmannii,-118.040209,34.155031
GBIF,Quercus engelmannii,-118.040209,34.155031
GBIF,Quercus engelmannii,-118.040217,34.155087
GBIF,Quercus engelmannii,-118.040192,34.155188
GBIF,Quercus engelmannii,-118.040192,34.155188
GBIF,Quercus engelmannii,-118.040192,34.155188
GBIF,Quercus engelmannii,-118.168105,34.157617
GBIF,Quercus engelmannii,-117.881224,34.157701
GBIF,Quercus engelmannii,-117.99861,34.16
GBIF,Quercus engelmannii,-117.984387,34.161846
GBIF,Quercus engelmannii,-117.984387,34.161846
GBIF,Quercus engelmannii,-117.818745,34.162187
GBIF,Quercus engelmannii,-118.041639,34.162921
SEINET,Quercus engelmanii Greene.,-117.9955,34.16333
SEINET,Quercus engelmanii Greene.,-117.9955,34.16333
GBIF,Quercus engelmannii,-118.00003,34.16618
SEINET,Quercus engelmanii Greene.,-117.993538,34.169489
GBIF,Quercus engelmannii,-118.05,34.17083
GBIF,Quercus engelmannii,-118.05,34.170833
GBIF,Quercus engelmannii,-118.05,34.170833
GBIF,Quercus engelmannii,-118.011724,34.170964
GBIF,Quercus engelmannii,-118.061579,34.171339
GBIF,Quercus engelmannii,-118.062278,34.171646
GBIF,Quercus engelmannii,-117.986254,34.17251
GBIF,Quercus engelmannii,-118.046111,34.172778
GBIF,Quercus engelmannii,-118.04611,34.17278
GBIF,Quercus engelmannii,-118.04611,34.17278
GBIF,Quercus engelmannii,-118.026722,34.174442
GBIF,Quercus engelmannii,-117.991458,34.174982
GBIF,Quercus engelmannii,-118.046076,34.176059
GBIF,Quercus engelmannii,-117.988658,34.177589
GBIF,Quercus engelmannii,-118.170904,34.177696
GBIF,Quercus engelmannii,-118.173183,34.184494
SEINET,Quercus engelmanii Greene.,-118.09861,34.18667
GBIF,Quercus engelmannii,-118.209531,34.191912
GBIF,Quercus engelmannii,-118.203791,34.193421
GBIF,Quercus engelmannii,-117.413611,34.194167
GBIF,Quercus engelmannii,-117.413611,34.194167
GBIF,Quercus engelmannii  Greene,-117.413611,34.194167
GBIF,Quercus engelmannii,-117.41361,34.19417
GBIF,Quercus engelmannii,-117.41361,34.19417
GBIF,Quercus engelmannii,-118.168869,34.194382
GBIF,Quercus engelmannii,-118.168953,34.194387
GBIF,Quercus engelmannii,-118.168857,34.194405
GBIF,Quercus engelmannii,-118.177437,34.194445
GBIF,Quercus engelmannii,-118.168581,34.194645
GBIF,Quercus engelmannii,-118.168438,34.195269
GBIF,Quercus engelmannii,-118.128753,34.195412
GBIF,Quercus engelmannii,-118.168556,34.195472
SEINET,Quercus engelmanii Greene.,-118.20578,34.19569
GBIF,Quercus engelmannii,-118.026577,34.196322
GBIF,Quercus engelmannii,-118.214487,34.199842
GBIF,Quercus engelmannii,-118.119911,34.200703
GBIF,Quercus engelmannii,-118.2098,34.201266
GBIF,Quercus engelmannii,-118.2112,34.201419
GBIF,Quercus engelmannii,-118.254722,34.2125
GBIF,Quercus engelmannii,-118.25312,34.21365
GBIF,Quercus engelmannii,-118.253118,34.21365
GBIF,Quercus engelmannii,-118.15,34.216667
GBIF,Quercus engelmannii,-118.161361,34.218283
GBIF,Quercus engelmannii,-118.283333,34.316667
GBIF,Quercus engelmannii,-118.283333,34.316667
GBIF,Quercus engelmannii Greene,-119.794722,34.541389
GBIF,Quercus engelmannii Greene,-98,38
GBIF,Quercus engelmannii,-121.764167,38.528611
GBIF,Quercus engelmannii,-121.764167,38.528889
GBIF,Quercus engelmannii,-121.765,38.529167
GBIF,Quercus engelmannii,-121.763056,38.529167
GBIF,Quercus engelmannii,-121.750833,38.534444
GBIF,Quercus engelmannii,-121.750278,38.534722
GBIF,Quercus engelmannii,-121.747617,38.537392
GBIF,Quercus engelmannii,-121.747617,38.537392
