coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
8990193,https://api.idigbio.org/v2/media/0cc29e6ccf5efb0146848d7f0c6f9332?size=fullsize,https://api.idigbio.org/v2/media/0cc29e6ccf5efb0146848d7f0c6f9332?size=fullsize,https://api.idigbio.org/v2/media/0cc29e6ccf5efb0146848d7f0c6f9332?size=thumbnail,https://api.idigbio.org/v2/media/0cc29e6ccf5efb0146848d7f0c6f9332?size=webview,,"Morton Arboretum (MOR)","CC BY-NC (Attribution-Non-Commercial)",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2f0949d6-4b19-4ec4-9199-ab1c8040c893,"2018-04-02 07:40:01",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8990193,StillImage,Photograph,en
