coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
14301598,https://bisque.cyverse.org/image_service/image/00-AvesDKoeiV6yaYfixC6TpS?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-AvesDKoeiV6yaYfixC6TpS?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-AvesDKoeiV6yaYfixC6TpS?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-AvesDKoeiV6yaYfixC6TpS?resize=1250&format=jpeg,,"Georgia Southwestern State University Herbarium (GSW)","CC BY-NC (Attribution-Non-Commercial)",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6486ff1b-5b6d-4266-bfb9-8b8799ee9e46,"2017-05-19 06:35:41",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14301598,StillImage,Photograph,en
14301599,https://bisque.cyverse.org/image_service/image/00-6mfGijRBEsAtCNMpEVvF9W?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-6mfGijRBEsAtCNMpEVvF9W?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-6mfGijRBEsAtCNMpEVvF9W?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-6mfGijRBEsAtCNMpEVvF9W?resize=1250&format=jpeg,,"Georgia Southwestern State University Herbarium (GSW)","CC BY-NC (Attribution-Non-Commercial)",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:21e4feaa-ecb9-4a68-ab58-ee7e072c0adb,"2017-05-19 06:35:41",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14301599,StillImage,Photograph,en
14301600,https://bisque.cyverse.org/image_service/image/00-U8G6PBouktMukCssB2CMrC?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-U8G6PBouktMukCssB2CMrC?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-U8G6PBouktMukCssB2CMrC?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-U8G6PBouktMukCssB2CMrC?resize=1250&format=jpeg,,"Georgia Southwestern State University Herbarium (GSW)","CC BY-NC (Attribution-Non-Commercial)",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7996188c-540f-4e4c-b761-a46167675faf,"2017-05-19 06:35:41",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14301600,StillImage,Photograph,en
14301601,https://bisque.cyverse.org/image_service/image/00-uFR3NWyd8dUJbs53ir9z6o?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-uFR3NWyd8dUJbs53ir9z6o?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-uFR3NWyd8dUJbs53ir9z6o?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-uFR3NWyd8dUJbs53ir9z6o?resize=1250&format=jpeg,,"Georgia Southwestern State University Herbarium (GSW)","CC BY-NC (Attribution-Non-Commercial)",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:92444e7b-d767-4222-9269-6e66bb3e81a4,"2017-05-19 06:35:41",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14301601,StillImage,Photograph,en
14301602,https://bisque.cyverse.org/image_service/image/00-7HBqME9eKqDbCePhjTt355?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-7HBqME9eKqDbCePhjTt355?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-7HBqME9eKqDbCePhjTt355?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-7HBqME9eKqDbCePhjTt355?resize=1250&format=jpeg,,"Georgia Southwestern State University Herbarium (GSW)","CC BY-NC (Attribution-Non-Commercial)",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:48b6d1bb-6f95-4d97-955d-fb7e3019b124,"2017-05-19 06:35:41",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14301602,StillImage,Photograph,en
14594697,https://bisque.cyverse.org/image_service/image/00-PTpmyvCi5RyJcSyZhVcTy?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-PTpmyvCi5RyJcSyZhVcTy?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-PTpmyvCi5RyJcSyZhVcTy?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-PTpmyvCi5RyJcSyZhVcTy?resize=1250&format=jpeg,,"Newberry College Herbarium (NBYC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c2f1bfe8-aedc-425e-80de-4592293d38f2,"2017-07-26 13:25:58",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14594697,StillImage,Photograph,en
14594715,https://bisque.cyverse.org/image_service/image/00-9Kfoa4vqQBGSzt9rro6jan?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-9Kfoa4vqQBGSzt9rro6jan?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-9Kfoa4vqQBGSzt9rro6jan?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-9Kfoa4vqQBGSzt9rro6jan?resize=1250&format=jpeg,,"Newberry College Herbarium (NBYC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:76887ea0-0325-4964-92f0-76eedbafd2af,"2017-07-26 13:25:58",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=14594715,StillImage,Photograph,en
15433813,https://bisque.cyverse.org/image_service/image/00-e83SSzMQo226oUQHLnBrwC?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-e83SSzMQo226oUQHLnBrwC?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-e83SSzMQo226oUQHLnBrwC?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-e83SSzMQo226oUQHLnBrwC?resize=1250&format=jpeg,,"Austin Peay State University Herbarium (APSC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:67e43f3b-bd0c-43a9-8134-15f957f01971,"2017-07-02 13:38:21",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=15433813,StillImage,Photograph,en
15437540,https://bisque.cyverse.org/image_service/image/00-YMu85yMkgw5FaCaCRUTf95?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-YMu85yMkgw5FaCaCRUTf95?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-YMu85yMkgw5FaCaCRUTf95?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-YMu85yMkgw5FaCaCRUTf95?resize=1250&format=jpeg,,"Austin Peay State University Herbarium (APSC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:62c03f9a-124f-442f-9969-ad23b3d88d4d,"2017-07-02 13:38:35",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=15437540,StillImage,Photograph,en
15442914,https://bisque.cyverse.org/image_service/image/00-fi4bDcoEcrbH9xRqxceTEL?resize=4000&format=jpeg,https://bisque.cyverse.org/image_service/image/00-fi4bDcoEcrbH9xRqxceTEL?resize=4000&format=jpeg,"https://bisque.cyverse.org/image_service/image/00-fi4bDcoEcrbH9xRqxceTEL?thumbnail=200,200",https://bisque.cyverse.org/image_service/image/00-fi4bDcoEcrbH9xRqxceTEL?resize=1250&format=jpeg,,"Austin Peay State University Herbarium (APSC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c396159a-633d-4fde-8cb2-1865f98cd4a8,"2017-07-02 13:38:55",image/jpeg,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=15442914,StillImage,Photograph,en
