coreid,identifiedBy,identifiedByID,dateIdentified,identificationQualifier,scientificName,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordId,modified
26684807,"W. F. Lowry",,"17 Dec 2009",,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:9f154566-291a-421b-bd95-d512f37aec4f,"2020-09-21 15:54:08"
26684807,"V. E. Wiedeman & W. T. Penfound",,1958-10-18,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:1a807dff-ea8f-4046-8eac-36fd2d5e2660,"2020-09-21 15:54:08"
26684817,"G. J. Goodman",,1934-07-20,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:e22f8012-487e-4a86-9f1e-704d28d0ce4e,"2020-09-21 15:54:08"
26684817,"J. M. Tucker",,1956,,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:299ab0d0-6589-45aa-9e14-a3053e1f3d9e,"2020-09-21 15:54:08"
26684819,"G. J. Goodman & A. & R. Nelson",,1945-10-14,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:d7a6af79-8560-40ea-90bc-112af2220c57,"2020-09-21 15:54:08"
26684819,"J. M. Tucker",,1956,,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:67661e5a-740a-4c4e-a36a-e819dbc7ae8f,"2020-09-21 15:54:08"
26684822,"W. F. Lowry",,"17 Dec 2009",,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:a9d17ff9-ba61-4d4a-82bd-8feeb50d3425,"2020-09-21 15:54:08"
26684822,"V. E. Wiedeman & W. T. Penfound",,1958-10-19,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:9de1e842-2332-4610-98ed-d349b623fcb8,"2020-09-21 15:54:08"
26684831,"V. E. Wiedeman",,1959-05-27,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:2e85fa6f-77d4-4c0d-bc84-ce68c60c2de8,"2020-09-21 15:54:08"
26684831,"C. H. Muller",,1960,,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:012ff72e-0ffa-46f2-b3cb-24b4c31ebbc2,"2020-09-21 15:54:08"
26684834,"U. T. Waterfall",,1947-06-18,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:7c684be3-db35-4f94-8868-a3071dc4a60f,"2020-09-21 15:54:08"
26684834,"J. M. Tucker",,1956,,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:be0713ff-dedb-4d4f-a2b9-532e4aecb5d3,"2020-09-21 15:54:08"
26684839,"W. F. Lowry",,"17 Dec 2009",,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:40b81f40-312a-4420-b131-3f9ce5805884,"2020-09-21 15:54:08"
26684839,"J. & C. Taylor",,1973-08-12,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:b6f3ded3-162a-4bd4-9cd1-a3a1ed92c5fc,"2020-09-21 15:54:08"
26684844,"G. J. Goodman & A. & R. Nelson",,1945-10-14,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:9392b903-9f91-4823-bc03-4409aeb71862,"2020-09-21 15:54:08"
26684844,"J. M. Tucker",,1956,,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:0f8c0226-ee29-41b8-b39a-4fb80f6a7333,"2020-09-21 15:54:08"
26684865,"W. F. Lowry",,"17 Dec 2009",,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:ecc694b5-ce8a-4f64-bae6-f688f1e99e1f,"2020-09-21 15:54:08"
26684865,"V. E. Wiedeman & W. T. Penfound",,1958-10-19,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:cc4701b7-ac52-4f09-96e4-b25e29906972,"2020-09-21 15:54:08"
26684870,"W. F. Lowry",,"17 Dec 2009",,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:91203ecf-4029-47d4-8411-f580c1e45962,"2020-09-21 15:54:08"
26684870,"V. E. Wiedeman",,1959-08-26,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:bce6e880-c5f8-47a2-9233-9aa0d0d48ce1,"2020-09-21 15:54:08"
26684877,"W. F. Lowry",,"17 Dec 2009",,"Quercus havardii",1,Rydb.,,,,,,"Aff. Q. virginiana",urn:uuid:d2bd331e-6105-4d97-a8e9-6b09aadf3058,"2020-09-21 15:54:08"
26684877,"V. E. Wiedeman",,1958-11-02,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:fbaf873b-75cb-4017-9f92-ef6c9aa6a468,"2020-09-21 15:54:08"
26684878,"W. F. Lowry",,"17 Dec 2009",,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:40f7b62e-1762-4aad-a996-de9df388aa06,"2020-09-21 15:54:08"
26684878,"V. E. Wiedeman & W. T. Penfound",,1958-11-01,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:f5028f0c-5fbc-47e8-acff-600449b45e2a,"2020-09-21 15:54:08"
26684879,"G. J. Goodman",,1947-05-31,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:d4004f8c-4984-48d3-9417-701faec4c31b,"2020-09-21 15:54:08"
26684879,"J. M. Tucker",,1964,,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:c774a37c-d0d6-4288-8607-b7306aec0b93,"2020-09-21 15:54:08"
26684798,"G. W. Stevens",,1913-06-06,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:85a9a7dd-e5f2-4253-a958-9c218dc8bb34,"2020-09-21 15:54:08"
26684798,"J. M. Tucker",,1956,,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:9362bd79-dbbe-463f-8579-d50f33f85363,"2020-09-21 15:54:08"
26684795,"V. E. Wiedeman",,1959-10-17,,"Quercus havardii",0,Rydb.,,,,,,,urn:uuid:a82842af-c0e3-4325-b0dc-025c97ec8852,"2020-09-21 15:54:08"
26684795,"J. M. Tucker",,1967,,"Quercus havardii",1,Rydb.,,,,,,,urn:uuid:76ebfa64-6806-4fb1-aa0e-214e56ae3164,"2020-09-21 15:54:08"
26684794,"W. F. Lowry",,"17 Dec 2009",,"Quercus havardii var. breviloba",1,Rydb.,,,,,,"Aff. Q. sinuata",urn:uuid:baa04758-adbf-4208-b6e7-44a997e04ceb,"2020-09-21 15:54:08"
26684794,"V. E. Wiedeman & W. T. Penfound",,1958-10-18,,"Quercus havardii var. breviloba",0,"Rydb. var. breviloba",,,,,,,urn:uuid:ff53ccaf-2665-49f0-89c0-033817da018e,"2020-09-21 15:54:08"
