id,decimalLongitude,decimalLatitude
SEINET,-109.7204,37.3528
SEINET,-109.7165721,36.8235633
SEINET,-109.716111,36.823611
SEINET,-109.67919,38.20639
SEINET,-109.673148,36.06965
SEINET,-109.666567,37.265863
SEINET,-109.660283,38.709682
SEINET,-109.65,37.2666667
SEINET,-109.65,37.266667
SEINET,-109.637,36.9669
SEINET,-109.637,36.9669
SEINET,-109.6227778,37.3230556
SEINET,-109.62,36.91
SEINET,-109.62,36.91
SEINET,-109.615574,36.924097
SEINET,-109.611,36.9241
SEINET,-109.611,36.9241
SEINET,-109.609017,38.791347
SEINET,-109.60845,36.92405
SEINET,-109.60845,36.92405
SEINET,-109.600312,38.628495
SEINET,-109.599876,38.624769
SEINET,-109.597062,38.786552
SEINET,-109.592514,38.733081
SEINET,-109.583588,38.764409
SEINET,-109.57692,36.91036
SEINET,-109.57692,36.91036
SEINET,-109.57692,36.91036
SEINET,-109.57692,36.91036
SEINET,-109.57447,38.756358
SEINET,-109.5633,38.744111
SEINET,-109.539658,38.691005
SEINET,-109.532891,38.574142
SEINET,-109.526894,38.57306
SEINET,-109.410027,38.48011
SEINET,-109.112335,39.078318
SEINET,-108.998889,39.159167
SEINET,-108.986295,39.1952977
SEINET,-108.986295,39.1952977
SEINET,-108.986295,39.1952977
SEINET,-108.8972222,36.58722222
SEINET,-108.6344595,39.0305327
SEINET,-108.6344595,39.0305327
SEINET,-108.6344595,39.0305327
SEINET,-108.6344595,39.0305327
SEINET,-108.631667,39.031111
SEINET,-108.6314513,39.0299851
SEINET,-108.631389,39.0325
SEINET,-108.6307039,39.0316097
SEINET,-108.49268,37.09004
SEINET,-107.17167,34.998287
SEINET,-106.95,36.2333
SEINET,-106.8904412,35.64963801
SEINET,-106.890441,35.649638
SEINET,-106.55764,32.37167
SEINET,-105.675016,35.574203
SEINET,-105.675016,35.574203
SEINET,-105.276399,35.652265
SEINET,-104.961468,39.732207
SEINET,-104.961468,39.732207
SEINET,-104.961468,39.732207
SEINET,-104.961468,39.732207
SEINET,-104.961468,39.732207
SEINET,-104.906031,32.119118
SEINET,-104.682544,35.534897
SEINET,-104.682544,35.53489741
SEINET,-104.553756,37.173019
SEINET,-104.469837,33.361604
SEINET,-104.412817,33.404441
SEINET,-104.408698,33.397132
SEINET,-104.306473,32.457859
SEINET,-104.306473,32.457859
SEINET,-104.306473,32.457859
SEINET,-104.306473,32.457859
SEINET,-104.23241,33.09856
SEINET,-104.178933,33.10651
SEINET,-104.088017,33.393413
SEINET,-104.088017,33.393413
SEINET,-104.079798,32.816733
SEINET,-104.0549772,33.69459917
SEINET,-104.054977,33.694599
SEINET,-104.052235,31.091566
SEINET,-104.052235,31.091566
SEINET,-104.01706,33.41991
SEINET,-104.01706,33.41991
SEINET,-104.011457,32.517815
SEINET,-104,34.128641
SEINET,-104,34.128641
SEINET,-103.997778,34.144722
SEINET,-103.98522,33.01385
SEINET,-103.93719,32.51139
SEINET,-103.93719,32.51139
SEINET,-103.9369,32.46663
SEINET,-103.917862,32.521139
SEINET,-103.917862,32.521139
SEINET,-103.896917,33.425167
SEINET,-103.896917,33.425167
SEINET,-103.88656,33.781154
SEINET,-103.88656,33.781154
SEINET,-103.87745,33.01983
SEINET,-103.87678,32.81376
SEINET,-103.870348,32.789219
SEINET,-103.8672,33.4075
SEINET,-103.8672,33.4075
SEINET,-103.867167,33.4075
SEINET,-103.867002,33.407086
SEINET,-103.866578,32.806508
SEINET,-103.8632833,33.40225
SEINET,-103.862053,33.39904
SEINET,-103.851495,32.348715
SEINET,-103.851495,32.348715
SEINET,-103.851495,32.348715
SEINET,-103.8514946,32.34871543
SEINET,-103.8514946,32.34871543
SEINET,-103.8514946,32.34871543
SEINET,-103.850763,33.420962
SEINET,-103.850763,33.420962
SEINET,-103.850763,33.420962
SEINET,-103.850763,33.420962
SEINET,-103.850763,33.420962
SEINET,-103.850763,33.420962
SEINET,-103.850763,33.420962
SEINET,-103.850763,33.420962
SEINET,-103.845833,33.4175
SEINET,-103.834161,33.810483
SEINET,-103.8174,32.3049
SEINET,-103.8153,33.4472
SEINET,-103.812189,32.844875
SEINET,-103.8090761,33.81200389
SEINET,-103.809076,33.812004
SEINET,-103.804947,33.449113
SEINET,-103.8003,32.3195
SEINET,-103.8003,32.3778
SEINET,-103.7998044,32.42067611
SEINET,-103.7998044,32.42067611
SEINET,-103.799804,32.420676
SEINET,-103.799804,32.420676
SEINET,-103.7997962,32.3625952
SEINET,-103.7997962,32.3625952
SEINET,-103.799796,32.362595
SEINET,-103.799796,32.362595
SEINET,-103.79821,32.59898
SEINET,-103.79795,32.59835
SEINET,-103.79764,32.5963
SEINET,-103.797,32.59486
SEINET,-103.79645,32.66651
SEINET,-103.79518,32.72465
SEINET,-103.7879,32.7473
SEINET,-103.784024,32.8138
SEINET,-103.7826982,32.34805414
SEINET,-103.782698,32.348054
SEINET,-103.782695,32.36258
SEINET,-103.782695,32.36258
SEINET,-103.7826947,32.36257975
SEINET,-103.7826947,32.36257975
SEINET,-103.782691,32.377106
SEINET,-103.782691,32.377106
SEINET,-103.7826908,32.37710585
SEINET,-103.7826908,32.37710585
SEINET,-103.7826871,32.33355103
SEINET,-103.782687,32.333551
SEINET,-103.7726667,32.5969667
SEINET,-103.762728,32.85623
SEINET,-103.751938,32.789172
SEINET,-103.749722,34.840833
SEINET,-103.748495,32.377071
SEINET,-103.7484948,32.37707145
SEINET,-103.7484913,32.39160705
SEINET,-103.7484913,32.39160705
SEINET,-103.7484913,32.39160705
SEINET,-103.748491,32.391607
SEINET,-103.748491,32.391607
SEINET,-103.748491,32.391607
SEINET,-103.7484684,32.42067227
SEINET,-103.748468,32.420672
SEINET,-103.714036,32.377088
SEINET,-103.7140357,32.37708789
SEINET,-103.67094,32.14118
SEINET,-103.67094,32.14118
SEINET,-103.652426,33.494689
SEINET,-103.650978,32.616804
SEINET,-103.6509779,32.61680372
SEINET,-103.642072,32.522683
SEINET,-103.628268,32.362867
SEINET,-103.6282677,32.36286668
SEINET,-103.627117,32.419244
SEINET,-103.627117,32.419244
SEINET,-103.591403,32.443487
SEINET,-103.587669,33.700786
SEINET,-103.53629,32.625669
SEINET,-103.53629,32.625669
SEINET,-103.479172,32.707371
SEINET,-103.4791716,32.70737082
SEINET,-103.426692,32.179326
SEINET,-103.346389,34.986389
SEINET,-103.3419,33.69213333
SEINET,-103.339906,33.576878
SEINET,-103.339675,33.657779
SEINET,-103.339675,33.657779
SEINET,-103.339417,33.571768
SEINET,-103.33917,33.700818
SEINET,-103.33917,33.700818
SEINET,-103.3309883,35.08520072
SEINET,-103.330988,35.085201
SEINET,-103.32857,34.98281
SEINET,-103.32857,34.98281
SEINET,-103.23818,33.607691
SEINET,-103.236285,33.610645
SEINET,-103.22995,32.53241
SEINET,-103.22995,32.53241
SEINET,-103.224199,33.71352
SEINET,-103.173333,32.511389
SEINET,-103.148889,31.624722
SEINET,-103.137238,32.438591
SEINET,-103.137222,31.796667
SEINET,-103.125555,32.482222
SEINET,-103.125334,32.430829
SEINET,-103.092665,31.712491
SEINET,-103.092665,31.712491
SEINET,-103.092665,31.712491
SEINET,-103.092665,31.712491
SEINET,-103.06,33.101
SEINET,-103.06,33.101
SEINET,-103.06,33.101
SEINET,-103.05,31.38333
SEINET,-103.05,31.38333
SEINET,-103.049429,31.747353
SEINET,-103.048847,33.096411
SEINET,-103.045471,33.598648
SEINET,-103.045471,33.598648
SEINET,-103.044403,31.849159
SEINET,-103.031545,31.86232
SEINET,-103.031208,31.862426
SEINET,-103.020169,31.79603
SEINET,-103.007126,32.718472
SEINET,-103.007126,32.718472
SEINET,-102.988587,31.951214
SEINET,-102.988587,31.951214
SEINET,-102.988587,31.951214
SEINET,-102.98745,31.79056
SEINET,-102.973066,31.601246
SEINET,-102.971838,31.960196
SEINET,-102.971838,31.960196
SEINET,-102.970294,31.953059
SEINET,-102.970294,31.953059
SEINET,-102.969755,31.954419
SEINET,-102.95,36.972508
SEINET,-102.948532,36.850235
SEINET,-102.948532,36.850235
SEINET,-102.92651,36.903054
SEINET,-102.92651,36.903054
SEINET,-102.91768,33.204227
SEINET,-102.9125,31.88083
SEINET,-102.9125,31.88083
SEINET,-102.899987,31.686738
SEINET,-102.897177,33.996071
SEINET,-102.88831,31.486461
SEINET,-102.884561,34.107229
SEINET,-102.884561,34.107229
SEINET,-102.882259,33.873087
SEINET,-102.882259,33.873087
SEINET,-102.85789,31.660623
SEINET,-102.850645,31.605072
SEINET,-102.845642,32.114326
SEINET,-102.834228,31.653878
SEINET,-102.83363,31.610507
SEINET,-102.831169,31.64439
SEINET,-102.831169,31.64439
SEINET,-102.831169,31.64439
SEINET,-102.831169,31.64439
SEINET,-102.830103,32.47543
SEINET,-102.83,32.37
SEINET,-102.83,32.37
SEINET,-102.8297222,31.6222222
SEINET,-102.829722,31.622222
SEINET,-102.829722,31.622222
SEINET,-102.829722,31.622222
SEINET,-102.82972,31.62222
SEINET,-102.82972,31.62222
SEINET,-102.827911,31.644906
SEINET,-102.824135,31.655093
SEINET,-102.820293,31.633307
SEINET,-102.818331,31.56868
SEINET,-102.816162,31.63187
SEINET,-102.815836,31.639249
SEINET,-102.815775,31.629733
SEINET,-102.815736,31.761868
SEINET,-102.815069,31.633609
SEINET,-102.813823,31.631638
SEINET,-102.81296,31.625402
SEINET,-102.812618,31.618765
SEINET,-102.812509,31.619095
SEINET,-102.812177,31.618984
SEINET,-102.81217,31.618955
SEINET,-102.812145,31.622948
SEINET,-102.812145,31.622948
SEINET,-102.812145,31.622948
SEINET,-102.812145,31.622948
SEINET,-102.81194,31.61944
SEINET,-102.81194,31.61944
SEINET,-102.811882,31.619988
SEINET,-102.8117727,31.618856
SEINET,-102.811645,31.619403
SEINET,-102.810624,31.620961
SEINET,-102.810301,31.694258
SEINET,-102.799702,31.619904
SEINET,-102.799702,31.619904
SEINET,-102.799033,32.944122
SEINET,-102.780261,32.381242
SEINET,-102.774696,32.262459
SEINET,-102.723826,34.226468
SEINET,-102.723826,34.226468
SEINET,-102.686489,31.602547
SEINET,-102.680122,31.480821
SEINET,-102.679869,31.481112
GBIF,-102.679856,31.480836
GBIF,-102.663889,31.606111
GBIF,-102.652597,31.496384
GBIF,-102.652585,31.496937
GBIF,-102.64491,32.718993
GBIF,-102.64491,32.718993
GBIF,-102.64491,32.718993
GBIF,-102.64491,32.718993
GBIF,-102.64491,32.646435
GBIF,-102.64388,32.723903
GBIF,-102.64388,32.723903
GBIF,-102.637531,33.313947
GBIF,-102.615582,32.52893
GBIF,-102.612729,33.419512
GBIF,-102.612563,33.419225
GBIF,-102.612173,32.519049
GBIF,-102.611542,33.349378
GBIF,-102.611303,32.223233
GBIF,-102.611258,33.346297
GBIF,-102.6075,31.496944
GBIF,-102.6,33.53
GBIF,-102.578621,31.710895
GBIF,-102.566635,31.507022
GBIF,-102.544372,31.39328
GBIF,-102.53153,32.27318
GBIF,-102.530266,32.965237
GBIF,-102.518475,34.187599
GBIF,-102.516175,31.620497
GBIF,-102.429092,32.409163
GBIF,-102.398802,32.791368
GBIF,-102.39821,32.606181
GBIF,-102.392827,32.755284
GBIF,-102.388103,32.770203
GBIF,-102.381134,32.797319
GBIF,-102.379581,32.616899
GBIF,-102.379005,32.640445
GBIF,-102.377494,32.635927
GBIF,-102.367643,31.845682
GBIF,-102.362194,31.437232
GBIF,-102.36161,32.643137
GBIF,-102.361414,31.462271
GBIF,-102.361128,31.448925
GBIF,-102.353338,32.65232
GBIF,-102.350197,32.678374
GBIF,-102.349476,32.720537
GBIF,-102.348889,31.391667
GBIF,-102.347092,32.708608
GBIF,-102.346566,32.768667
GBIF,-102.345013,32.605339
GBIF,-102.336005,32.778301
GBIF,-102.335197,33.173813
GBIF,-102.335197,33.173813
GBIF,-102.334266,32.681748
GBIF,-102.326082,32.618231
GBIF,-102.321013,32.738575
GBIF,-102.320337,32.73875
GBIF,-102.320305,32.738755
GBIF,-102.32,33.28
GBIF,-102.315134,32.74833
GBIF,-102.314241,32.605988
GBIF,-102.31085,32.66194
GBIF,-102.306333,32.781126
GBIF,-102.300375,32.72312
GBIF,-102.300068,32.611489
GBIF,-102.298363,32.652012
GBIF,-102.286972,32.663503
GBIF,-102.286808,33.179129
GBIF,-102.286513,32.790102
GBIF,-102.283925,32.695284
GBIF,-102.282088,32.708421
GBIF,-102.281684,32.682424
GBIF,-102.274349,33.199592
GBIF,-102.274349,33.181204
GBIF,-102.274349,33.181204
GBIF,-102.274349,33.181204
GBIF,-102.274349,33.181204
GBIF,-102.267337,32.794739
GBIF,-102.260243,32.606911
GBIF,-102.259436,32.696707
GBIF,-102.25836,32.69594
GBIF,-102.25828,32.69627
GBIF,-102.25784,32.69715
GBIF,-102.25784,32.69715
GBIF,-102.257453,32.697133
GBIF,-102.25706,32.69685
GBIF,-102.256901,32.694577
GBIF,-102.256408,32.699642
GBIF,-102.25548,32.700627
GBIF,-102.25528,32.695538
GBIF,-102.255098,32.631604
GBIF,-102.25472,32.700333
GBIF,-102.253928,32.698803
GBIF,-102.253892,32.698812
GBIF,-102.252242,32.696922
GBIF,-102.252117,32.695478
GBIF,-102.252,32.632406
GBIF,-102.251394,32.697398
GBIF,-102.250578,32.71163
GBIF,-102.249335,32.711996
GBIF,-102.248362,32.761196
GBIF,-102.248026,32.64313
GBIF,-102.246516,32.617581
GBIF,-102.243757,32.618307
GBIF,-102.241119,32.73281
GBIF,-102.233591,32.70479
GBIF,-102.23097,32.686928
GBIF,-102.225729,32.682038
GBIF,-102.224038,32.697202
GBIF,-102.223113,32.678194
GBIF,-102.22073,32.660033
GBIF,-102.219563,32.688703
GBIF,-102.218765,32.795668
GBIF,-102.217546,32.775109
GBIF,-102.216378,32.77194
GBIF,-102.214357,32.621638
GBIF,-102.213751,32.605385
GBIF,-102.209478,32.715017
GBIF,-102.206566,33.337035
GBIF,-102.204989,32.628257
GBIF,-102.203696,32.750203
GBIF,-102.202734,32.667596
GBIF,-102.201498,32.664524
GBIF,-102.102258,33.037346
GBIF,-102.102258,33.037346
GBIF,-102.097367,32.382399
GBIF,-102.088901,32.449548
GBIF,-102.077915,32.258584
GBIF,-102.077915,32.258584
GBIF,-101.97578,33.16663
GBIF,-101.97578,33.16663
GBIF,-101.906977,31.971459
GBIF,-101.90064,31.944055
GBIF,-101.877025,33.584284
GBIF,-101.855166,33.577863
GBIF,-101.831297,35.221997
GBIF,-101.727611,33.523581
GBIF,-101.700405,32.384531
GBIF,-101.602454,32.038593
GBIF,-101.478736,32.237912
GBIF,-101.478736,32.250398
GBIF,-101.478736,32.250398
GBIF,-101.474959,32.234717
GBIF,-101.470887,32.770277
GBIF,-101.470887,32.770277
GBIF,-101.469525,32.237463
GBIF,-101.469525,32.237463
GBIF,-101.469525,32.237463
GBIF,-101.469525,32.237463
GBIF,-101.469525,32.237463
GBIF,-101.469525,32.237463
GBIF,-101.44969,32.244772
GBIF,-101.44969,32.244772
GBIF,-101.389992,33.324837
GBIF,-101.389992,33.324837
GBIF,-101.388156,33.354458
GBIF,-101.388156,33.354458
GBIF,-101.387779,33.344514
GBIF,-101.304629,33.252469
GBIF,-101.260177,33.29387
GBIF,-101.253445,32.242328
GBIF,-101.247288,33.27248
GBIF,-101.247288,33.27248
GBIF,-101.162238,30.574519
GBIF,-101.159094,33.66545
GBIF,-101.148473,33.408978
GBIF,-101.148473,33.408978
GBIF,-101.11362,34.461731
GBIF,-101.112616,33.196679
GBIF,-101.109864,34.463383
GBIF,-101.106651,34.448373
GBIF,-101.081283,33.461937
GBIF,-101.075755,33.469345
GBIF,-101.067528,33.488198
GBIF,-101.066703,33.439255
GBIF,-101.0635,33.4916
GBIF,-101.0622,33.440688
GBIF,-101.038903,33.469172
GBIF,-100.972477,33.666339
GBIF,-100.968357,33.665196
GBIF,-100.966984,33.666339
GBIF,-100.960117,33.660624
GBIF,-100.951877,33.651479
GBIF,-100.935421,33.850617
GBIF,-100.90919,34.01191
GBIF,-100.90919,34.01191
GBIF,-100.90919,34.01191
GBIF,-100.90919,34.01191
GBIF,-100.90919,34.01191
GBIF,-100.90919,34.01191
GBIF,-100.897641,34.544894
GBIF,-100.897641,34.544894
GBIF,-100.894481,34.29721
GBIF,-100.864558,32.388174
GBIF,-100.864558,32.388174
GBIF,-100.862501,33.622758
GBIF,-100.859823,33.848062
GBIF,-100.853214,33.648572
GBIF,-100.847079,33.809933
GBIF,-100.84505,33.752144
GBIF,-100.836521,33.737828
GBIF,-100.83611,33.76677
GBIF,-100.83611,33.76677
GBIF,-100.831195,32.38406
GBIF,-100.823559,33.631072
GBIF,-100.82167,34.30211
GBIF,-100.82167,34.30211
GBIF,-100.801667,37.131389
GBIF,-100.8016667,37.1313889
GBIF,-100.778861,33.616612
GBIF,-100.726552,33.758308
GBIF,-100.62904,35.29267
GBIF,-100.62904,35.29267
GBIF,-100.62904,35.29267
GBIF,-100.62904,35.29267
GBIF,-100.612865,33.189556
GBIF,-100.59975,33.24815
GBIF,-100.59975,33.24815
GBIF,-100.582106,34.799245
GBIF,-100.573867,30.259856
GBIF,-100.55806,33.85833
GBIF,-100.55806,33.85833
GBIF,-100.55806,33.85833
GBIF,-100.55806,33.85833
GBIF,-100.5411111,35.225
GBIF,-100.541111,35.225
GBIF,-100.540499,35.225056
GBIF,-100.540499,35.225056
GBIF,-100.533099,32.691153
GBIF,-100.529183,35.371667
GBIF,-100.529183,35.371667
GBIF,-100.529183,35.371667
GBIF,-100.529183,35.371667
GBIF,-100.491587,34.117006
GBIF,-100.45803,35.37166
GBIF,-100.45803,35.37166
GBIF,-100.45113,34.90971
GBIF,-100.45113,34.90971
GBIF,-100.43396,34.13465
GBIF,-100.42419,34.01216
GBIF,-100.42419,34.01216
GBIF,-100.42419,34.01216
GBIF,-100.42419,34.01216
GBIF,-100.42419,34.01216
GBIF,-100.42419,34.01216
GBIF,-100.413932,32.899247
GBIF,-100.377607,32.831901
GBIF,-100.377607,32.831901
GBIF,-100.374431,33.210111
GBIF,-100.356069,34.163188
GBIF,-100.355422,34.162922
GBIF,-100.349789,32.739873
GBIF,-100.349789,32.739873
GBIF,-100.33615,34.9097
GBIF,-100.33615,34.9097
GBIF,-100.33615,34.9097
GBIF,-100.33615,34.9097
GBIF,-100.33615,34.9097
GBIF,-100.33615,34.9097
GBIF,-100.3294,33.20704
GBIF,-100.3294,33.20704
GBIF,-100.303592,35.538823
GBIF,-100.302645,35.531937
GBIF,-100.30063,35.93653
GBIF,-100.298746,34.118228
GBIF,-100.284688,35.510189
GBIF,-100.27743,33.809673
GBIF,-100.276942,35.902389
GBIF,-100.275359,35.902746
GBIF,-100.275262,35.624851
GBIF,-100.275075,35.903488
GBIF,-100.275017,35.90247
GBIF,-100.272007,35.401942
GBIF,-100.270955,35.503346
GBIF,-100.270955,35.445326
GBIF,-100.270074,35.934306
GBIF,-100.26391,32.406407
GBIF,-100.247966,33.275692
GBIF,-100.236302,35.35387
GBIF,-100.199735,35.503325
GBIF,-100.19934,35.44526
GBIF,-100.19934,35.44526
GBIF,-100.18411,35.884974
GBIF,-100.18411,35.884974
GBIF,-100.176868,35.444681
GBIF,-100.114071,35.214142
GBIF,-100.114071,35.214142
GBIF,-99.981807,34.576242
GBIF,-99.9735,34.5872
GBIF,-99.955269,34.631368
GBIF,-99.9387,34.8049
GBIF,-99.9387,34.8049
GBIF,-99.9212,34.8339
GBIF,-99.921,34.689
GBIF,-99.9166,35.878
GBIF,-99.91248,34.83651
GBIF,-99.91248,34.83651
GBIF,-99.901813,31.968599
GBIF,-99.8898,35.9052
GBIF,-99.8898,35.9052
GBIF,-99.8898,35.9052
GBIF,-99.8898,35.9052
GBIF,-99.8898,35.9052
GBIF,-99.8898,35.9052
GBIF,-99.8898,35.9052
GBIF,-99.8898,35.9052
GBIF,-99.8898,35.9052
GBIF,-99.8898,35.9052
GBIF,-99.887822,35.902799
GBIF,-99.8854,35.2553
GBIF,-99.8854,35.2553
GBIF,-99.8854,35.2553
GBIF,-99.8854,35.2553
GBIF,-99.8854,35.2553
GBIF,-99.8854,35.2553
GBIF,-99.8854,35.2553
GBIF,-99.8854,35.2553
GBIF,-99.884475,35.904941
GBIF,-99.884475,35.904941
GBIF,-99.884475,35.904941
GBIF,-99.884475,35.904941
GBIF,-99.8829,36.2684
GBIF,-99.870288,35.77376
GBIF,-99.868333,35.891944
GBIF,-99.8544,36.0349
GBIF,-99.837112,32.638878
GBIF,-99.837112,32.638878
GBIF,-99.834365,32.638011
GBIF,-99.82734,35.79362
GBIF,-99.82734,35.79362
GBIF,-99.8271,35.863
GBIF,-99.8229,34.857
GBIF,-99.817688,35.794783
GBIF,-99.7971,35.2263
GBIF,-99.7804,34.8046
GBIF,-99.7804,34.8046
GBIF,-99.7804,34.8046
GBIF,-99.7804,34.8046
GBIF,-99.776485,30.490339
GBIF,-99.771278,34.80175
GBIF,-99.771278,34.80175
GBIF,-99.7662,36.1225
GBIF,-99.766,36.0788
GBIF,-99.7657,36.0497
GBIF,-99.7651,35.9914
GBIF,-99.7618,35.2554
GBIF,-99.7616653,35.5452766
GBIF,-99.761665,35.545277
GBIF,-99.748889,35.545556
GBIF,-99.7488861,35.5455551
GBIF,-99.7488861,35.5455551
GBIF,-99.748886,35.545555
GBIF,-99.748886,35.545555
GBIF,-99.745641,35.546902
GBIF,-99.745641,35.546902
GBIF,-99.7438,35.545
GBIF,-99.743753,35.545016
GBIF,-99.743753,35.545016
GBIF,-99.741472,35.309333
GBIF,-99.741472,35.309333
GBIF,-99.741112,35.54139
GBIF,-99.741112,35.54139
GBIF,-99.741112,35.54139
GBIF,-99.7411118,35.5413895
GBIF,-99.7411118,35.5413895
